Fecha,Hora,Fecha valor,Producto,ISIN,Descripción,Tipo,Variación,,Saldo,,ID Orden
25-05-2023,16:14,25-05-2023,ISHARES MSCI CHINA A UCITS ETF USD (ACC),IE00BQT3WG13,"Compra 25 iShares MSCI China A UCITS ETF USD (Acc)@4,24 EUR (IE00BQT3WG13)",,EUR,-106.00,EUR,191.09,d9e734f1-c2d6-4701-b974-91034e623759
25-05-2023,06:35,24-05-2023,MAPFRE,ES0124244E34,Dividendo,,EUR,42.75,EUR,297.09,
25-05-2023,06:35,24-05-2023,MAPFRE,ES0124244E34,Retención del dividendo,,EUR,-8.12,EUR,254.34,
23-05-2023,16:49,23-05-2023,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 21,96 EUR",,,,EUR,262.46,
23-05-2023,16:49,23-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-21.96,EUR,240.50,
23-05-2023,07:46,22-05-2023,MERLIN PROPERTIES SOCIMI SA,ES0105025003,Dividendo,,EUR,27.11,EUR,262.46,
23-05-2023,07:46,22-05-2023,MERLIN PROPERTIES SOCIMI SA,ES0105025003,Retención del dividendo,,EUR,-5.15,EUR,235.35,
19-05-2023,17:19,19-05-2023,,,"Transferir desde su Cuenta de Efectivo en flatexDEGIRO Bank: 305,01 EUR",,,,EUR,240.50,
19-05-2023,17:19,19-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,305.01,EUR,545.51,
19-05-2023,13:54,19-05-2023,MERLIN PROPERTIES SOCIMI SA,ES0105025003,Spanish Transaction Tax,,EUR,-0.41,EUR,240.50,5e259216-e463-4e87-a14a-8967f0db9a15
19-05-2023,13:54,19-05-2023,MERLIN PROPERTIES SOCIMI SA,ES0105025003,Spanish Transaction Tax,,EUR,-0.20,EUR,240.91,5e259216-e463-4e87-a14a-8967f0db9a15
19-05-2023,13:54,19-05-2023,MERLIN PROPERTIES SOCIMI SA,ES0105025003,Costes de transacción y/o externos de DEGIRO,,EUR,-2.00,EUR,241.11,5e259216-e463-4e87-a14a-8967f0db9a15
19-05-2023,13:54,19-05-2023,MERLIN PROPERTIES SOCIMI SA,ES0105025003,"Compra 27 MERLIN Properties SOCIMI SA@7,56 EUR (ES0105025003)",,EUR,-204.12,EUR,243.11,5e259216-e463-4e87-a14a-8967f0db9a15
19-05-2023,13:54,19-05-2023,MERLIN PROPERTIES SOCIMI SA,ES0105025003,"Compra 13 MERLIN Properties SOCIMI SA@7,56 EUR (ES0105025003)",,EUR,-98.28,EUR,447.23,5e259216-e463-4e87-a14a-8967f0db9a15
19-05-2023,11:01,19-05-2023,,,flatex Deposit,,EUR,300.00,EUR,545.51,
05-05-2023,17:19,05-05-2023,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,17 EUR",,,,EUR,245.51,
05-05-2023,17:19,05-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.17,EUR,245.34,
05-05-2023,05:30,02-05-2023,IBERDROLA,ES0144580Y14,Dividendo,,EUR,0.21,EUR,245.51,
05-05-2023,05:30,02-05-2023,IBERDROLA,ES0144580Y14,Retención del dividendo,,EUR,-0.04,EUR,245.30,
03-05-2023,11:49,02-05-2023,,,"Transferir desde su Cuenta de Efectivo en flatexDEGIRO Bank: 306,3 EUR",,,,EUR,245.34,
03-05-2023,11:49,02-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,306.30,EUR,551.64,
02-05-2023,18:01,02-05-2023,NINTENDO CO LTD,JP3756600007,Costes de transacción y/o externos de DEGIRO,,EUR,-3.90,EUR,245.34,02ddb8dd-0e3b-4eca-adbe-d29398c6ce65
02-05-2023,18:01,02-05-2023,NINTENDO CO LTD,JP3756600007,"Compra 8 Nintendo Co Ltd@37,8 EUR (JP3756600007)",,EUR,-302.40,EUR,249.24,02ddb8dd-0e3b-4eca-adbe-d29398c6ce65
02-05-2023,17:19,02-05-2023,,,Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 244 EUR,,,,EUR,551.64,
02-05-2023,17:19,02-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-244.00,EUR,307.64,
02-05-2023,09:25,02-05-2023,INTERNATIONAL CONSOLIDATED AIRLINES,ES0177542018,Costes de transacción y/o externos de DEGIRO,,EUR,-1.00,EUR,551.64,254b6562-3d35-48fe-ba3a-09b53f50109b
02-05-2023,09:25,02-05-2023,INTERNATIONAL CONSOLIDATED AIRLINES,ES0177542018,"Venta 140 International Consolidated Airlines Group SA@1,75 EUR (ES0177542018)",,EUR,245.00,EUR,552.64,254b6562-3d35-48fe-ba3a-09b53f50109b
26-04-2023,17:20,26-04-2023,,,"Transferir desde su Cuenta de Efectivo en flatexDEGIRO Bank: 198,89 EUR",,,,EUR,307.64,
26-04-2023,17:20,26-04-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,198.89,EUR,506.53,
26-04-2023,09:45,26-04-2023,MERLIN PROPERTIES SOCIMI SA,ES0105025003,Spanish Transaction Tax,,EUR,-0.40,EUR,307.64,c781cdf1-f3d3-46b5-95b9-5eb27f6c9d31
26-04-2023,09:45,26-04-2023,MERLIN PROPERTIES SOCIMI SA,ES0105025003,Costes de transacción y/o externos de DEGIRO,,EUR,-1.00,EUR,308.04,c781cdf1-f3d3-46b5-95b9-5eb27f6c9d31
26-04-2023,09:45,26-04-2023,MERLIN PROPERTIES SOCIMI SA,ES0105025003,"Compra 26 MERLIN Properties SOCIMI SA@7,7 EUR (ES0105025003)",,EUR,-200.20,EUR,309.04,c781cdf1-f3d3-46b5-95b9-5eb27f6c9d31
25-04-2023,07:34,24-04-2023,,,Ingreso Cambio de Divisa,,EUR,2.71,EUR,509.24,
25-04-2023,07:34,24-04-2023,,,Retirada Cambio de Divisa,1.1074,USD,-3.00,USD,0.00,
24-04-2023,07:09,21-04-2023,DOLE PLC,IE0003LFZ4U7,Dividendo,,USD,4.00,USD,3.00,
24-04-2023,07:09,21-04-2023,DOLE PLC,IE0003LFZ4U7,Retención del dividendo,,USD,-1.00,USD,-1.00,
19-04-2023,11:11,19-04-2023,,,flatex Deposit,,EUR,300.00,EUR,506.53,
05-04-2023,17:34,05-04-2023,,,Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 8 EUR,,,,EUR,206.53,
05-04-2023,17:34,05-04-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-8.00,EUR,198.53,
05-04-2023,05:14,03-04-2023,EBRO FOODS,ES0112501012,Dividendo,,EUR,9.88,EUR,206.53,
05-04-2023,05:14,03-04-2023,EBRO FOODS,ES0112501012,Retención del dividendo,,EUR,-1.88,EUR,196.65,
05-04-2023,01:50,04-04-2023,,,"Transferir desde su Cuenta de Efectivo en flatexDEGIRO Bank: 2,5 EUR",,,,EUR,198.53,
05-04-2023,01:50,04-04-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,2.50,EUR,201.03,
04-04-2023,08:20,31-03-2023,,,Comisión de conectividad con el mercado 2023 (Euronext Amsterdam - EAM),,EUR,-2.50,EUR,198.53,
02-04-2023,09:01,31-03-2023,,,Flatex Interest Income,,EUR,0.00,EUR,201.03,
31-03-2023,13:20,30-03-2023,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 1,57 EUR",,,,EUR,201.03,
31-03-2023,13:20,30-03-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-1.57,EUR,199.46,
30-03-2023,13:51,29-03-2023,,,Ingreso Cambio de Divisa,,EUR,1.57,EUR,201.03,
30-03-2023,13:51,29-03-2023,,,Retirada Cambio de Divisa,1.0871,USD,-1.71,USD,0.00,
30-03-2023,09:44,29-03-2023,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,Dividendo,,USD,1.71,USD,1.71,
20-03-2023,17:34,20-03-2023,,,"Transferir desde su Cuenta de Efectivo en flatexDEGIRO Bank: 410,01 EUR",,,,EUR,199.46,
20-03-2023,17:34,20-03-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,410.01,EUR,609.47,
20-03-2023,09:19,20-03-2023,MERLIN PROPERTIES SOCIMI SA,ES0105025003,Spanish Transaction Tax,,EUR,-0.40,EUR,199.46,86584eff-3210-45cf-8556-390b1660b4db
20-03-2023,09:19,20-03-2023,MERLIN PROPERTIES SOCIMI SA,ES0105025003,Costes de transacción y/o externos de DEGIRO,,EUR,-1.00,EUR,199.86,86584eff-3210-45cf-8556-390b1660b4db
20-03-2023,09:19,20-03-2023,MERLIN PROPERTIES SOCIMI SA,ES0105025003,Compra 25 MERLIN Properties SOCIMI SA@8 EUR (ES0105025003),,EUR,-200.00,EUR,200.86,86584eff-3210-45cf-8556-390b1660b4db
20-03-2023,09:13,20-03-2023,INTERNATIONAL CONSOLIDATED AIRLINES,ES0177542018,Spanish Transaction Tax,,EUR,-0.41,EUR,400.86,379cd2ff-1648-454f-90d5-457d6076fbeb
20-03-2023,09:13,20-03-2023,INTERNATIONAL CONSOLIDATED AIRLINES,ES0177542018,Costes de transacción y/o externos de DEGIRO,,EUR,-1.00,EUR,401.27,379cd2ff-1648-454f-90d5-457d6076fbeb
20-03-2023,09:13,20-03-2023,INTERNATIONAL CONSOLIDATED AIRLINES,ES0177542018,"Compra 140 International Consolidated Airlines Group SA@1,48 EUR (ES0177542018)",,EUR,-207.20,EUR,402.27,379cd2ff-1648-454f-90d5-457d6076fbeb
14-03-2023,16:49,14-03-2023,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 151,25 EUR",,,,EUR,609.47,
14-03-2023,16:49,14-03-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-151.25,EUR,458.22,
14-03-2023,13:39,14-03-2023,AENA SME SA,ES0105046009,Costes de transacción y/o externos de DEGIRO,,EUR,-1.00,EUR,609.47,f1d1f1d3-b484-42b8-b93b-c3ba5b6fe58a
14-03-2023,13:39,14-03-2023,AENA SME SA,ES0105046009,"Venta 1 Aena SME SA@152,25 EUR (ES0105046009)",,EUR,152.25,EUR,610.47,f1d1f1d3-b484-42b8-b93b-c3ba5b6fe58a
13-03-2023,16:49,13-03-2023,,,"Transferir desde su Cuenta de Efectivo en flatexDEGIRO Bank: 463,92 EUR",,,,EUR,458.22,
13-03-2023,16:49,13-03-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,463.92,EUR,922.14,
13-03-2023,10:27,13-03-2023,REDEIA,ES0173093024,Spanish Transaction Tax,,EUR,-0.92,EUR,458.22,3bf20a3d-85f4-495f-ab58-dbddf56e55a0
13-03-2023,10:27,13-03-2023,REDEIA,ES0173093024,Costes de transacción y/o externos de DEGIRO,,EUR,-1.00,EUR,459.14,3bf20a3d-85f4-495f-ab58-dbddf56e55a0
13-03-2023,10:27,13-03-2023,REDEIA,ES0173093024,"Compra 30 Redeia@15,4 EUR (ES0173093024)",,EUR,-462.00,EUR,460.14,3bf20a3d-85f4-495f-ab58-dbddf56e55a0
10-03-2023,17:49,10-03-2023,,,"Transferir desde su Cuenta de Efectivo en flatexDEGIRO Bank: 418,92 EUR",,,,EUR,922.14,
10-03-2023,17:49,10-03-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,418.92,EUR,1341.06,
10-03-2023,09:05,10-03-2023,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,"Compra 6 Vanguard S&P 500 UCITS ETF USD@69,819 EUR (IE00B3XXRP09)",,EUR,-418.91,EUR,922.14,5fec8d30-1332-4dbd-b18d-11a45d1eff16
06-03-2023,11:21,06-03-2023,,,flatex Deposit,,EUR,600.00,EUR,1341.06,
02-03-2023,12:20,01-03-2023,,,"Transferir desde su Cuenta de Efectivo en flatexDEGIRO Bank: 2,5 EUR",,,,EUR,741.06,
02-03-2023,12:20,01-03-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,2.50,EUR,743.56,
01-03-2023,15:07,28-02-2023,,,Comisión de conectividad con el mercado 2023 (Xetra - XET),,EUR,-2.50,EUR,741.06,
23-02-2023,09:55,22-02-2023,,,Transferir desde su Cuenta de Efectivo en flatexDEGIRO Bank: 119 EUR,,,,EUR,743.56,
23-02-2023,09:55,22-02-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,119.00,EUR,862.56,
22-02-2023,16:34,22-02-2023,,,"Transferir desde su Cuenta de Efectivo en flatexDEGIRO Bank: 446,89 EUR",,,,EUR,743.56,
22-02-2023,16:34,22-02-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,446.89,EUR,1190.45,
22-02-2023,16:04,22-02-2023,ISHARES MSCI CHINA A UCITS ETF USD (ACC),IE00BQT3WG13,"Compra 25 iShares MSCI China A UCITS ETF USD (Acc)@4,76 EUR (IE00BQT3WG13)",,EUR,-119.00,EUR,743.56,a9646076-0a41-4e7f-85e7-1339f1345171
22-02-2023,09:40,22-02-2023,MERLIN PROPERTIES SOCIMI SA,ES0105025003,Spanish Transaction Tax,,EUR,-0.89,EUR,862.56,748921b0-d557-46d1-bc67-dba8bc6a81ed
22-02-2023,09:40,22-02-2023,MERLIN PROPERTIES SOCIMI SA,ES0105025003,Costes de transacción y/o externos de DEGIRO,,EUR,-1.00,EUR,863.45,748921b0-d557-46d1-bc67-dba8bc6a81ed
22-02-2023,09:40,22-02-2023,MERLIN PROPERTIES SOCIMI SA,ES0105025003,"Compra 50 MERLIN Properties SOCIMI SA@8,9 EUR (ES0105025003)",,EUR,-445.00,EUR,864.45,748921b0-d557-46d1-bc67-dba8bc6a81ed
17-02-2023,11:49,16-02-2023,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 861,5 EUR",,,,EUR,1309.45,
17-02-2023,11:49,16-02-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-861.50,EUR,447.95,
16-02-2023,15:17,16-02-2023,AMADEUS IT GROUP,ES0109067019,Costes de transacción y/o externos de DEGIRO,,EUR,-1.00,EUR,1309.45,bbd658a2-a9bd-4fc7-92da-c9ef363e897c
16-02-2023,15:17,16-02-2023,AMADEUS IT GROUP,ES0109067019,"Venta 15 Amadeus IT Group@57,5 EUR (ES0109067019)",,EUR,862.50,EUR,1310.45,bbd658a2-a9bd-4fc7-92da-c9ef363e897c
30-01-2023,16:49,30-01-2023,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 23,08 EUR",,,,EUR,447.95,
30-01-2023,16:49,30-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-23.08,EUR,424.87,
29-01-2023,03:00,27-01-2023,ACERINOX,ES0132105018,Dividendo,,EUR,28.50,EUR,447.95,
29-01-2023,03:00,27-01-2023,ACERINOX,ES0132105018,Retención del dividendo,,EUR,-5.42,EUR,419.45,
26-01-2023,10:19,25-01-2023,,,Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 419 EUR,,,,EUR,424.87,
26-01-2023,10:19,25-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-419.00,EUR,5.87,
25-01-2023,15:29,25-01-2023,AENA SME SA,ES0105046009,Costes de transacción y/o externos de DEGIRO,,EUR,-1.00,EUR,424.87,efb97ba4-f225-493b-ab9a-fef066cb3950
25-01-2023,15:29,25-01-2023,AENA SME SA,ES0105046009,Venta 3 Aena SME SA@140 EUR (ES0105046009),,EUR,420.00,EUR,425.87,efb97ba4-f225-493b-ab9a-fef066cb3950
20-01-2023,09:50,19-01-2023,,,"Transferir desde su Cuenta de Efectivo en flatexDEGIRO Bank: 97,99 EUR",,,,EUR,5.87,
20-01-2023,09:50,19-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,97.99,EUR,103.86,
19-01-2023,17:04,19-01-2023,MERLIN PROPERTIES SOCIMI SA,ES0105025003,Spanish Transaction Tax,,EUR,-0.19,EUR,5.87,bea2884b-3b8f-4d2d-997e-bcfbcd3ab6fe
19-01-2023,17:04,19-01-2023,MERLIN PROPERTIES SOCIMI SA,ES0105025003,Costes de transacción y/o externos de DEGIRO,,EUR,-1.00,EUR,6.06,bea2884b-3b8f-4d2d-997e-bcfbcd3ab6fe
19-01-2023,17:04,19-01-2023,MERLIN PROPERTIES SOCIMI SA,ES0105025003,"Compra 11 MERLIN Properties SOCIMI SA@8,8 EUR (ES0105025003)",,EUR,-96.80,EUR,7.06,bea2884b-3b8f-4d2d-997e-bcfbcd3ab6fe
16-01-2023,10:34,13-01-2023,,,"Transferir desde su Cuenta de Efectivo en flatexDEGIRO Bank: 246,74 EUR",,,,EUR,103.86,
16-01-2023,10:34,13-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,246.74,EUR,350.60,
13-01-2023,17:17,13-01-2023,ENAGAS,ES0130960018,Spanish Transaction Tax,,EUR,-0.49,EUR,103.86,fc59c86d-318f-4cd1-8b4e-93a074972fa2
13-01-2023,17:17,13-01-2023,ENAGAS,ES0130960018,Costes de transacción y/o externos de DEGIRO,,EUR,-1.00,EUR,104.35,fc59c86d-318f-4cd1-8b4e-93a074972fa2
13-01-2023,17:17,13-01-2023,ENAGAS,ES0130960018,"Compra 15 Enagas@16,35 EUR (ES0130960018)",,EUR,-245.25,EUR,105.35,fc59c86d-318f-4cd1-8b4e-93a074972fa2
11-01-2023,17:33,11-01-2023,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 2,79 EUR",,,,EUR,350.60,
11-01-2023,17:33,11-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-2.79,EUR,347.81,
11-01-2023,07:32,10-01-2023,,,Ingreso Cambio de Divisa,,EUR,2.79,EUR,350.60,
11-01-2023,07:32,10-01-2023,,,Retirada Cambio de Divisa,1.0760,USD,-3.00,USD,0.00,
10-01-2023,07:22,06-01-2023,DOLE PLC,IE0003LFZ4U7,Dividendo,,USD,4.00,USD,3.00,
10-01-2023,07:22,06-01-2023,DOLE PLC,IE0003LFZ4U7,Retención del dividendo,,USD,-1.00,USD,-1.00,
09-01-2023,17:49,09-01-2023,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 6,55 EUR",,,,EUR,347.81,
09-01-2023,17:49,09-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-6.55,EUR,341.26,
09-01-2023,11:46,09-01-2023,IBERDROLA SA RTS,ES06445809P3,Costes de transacción y/o externos de DEGIRO,,EUR,-1.00,EUR,347.81,a2534bbc-401b-422b-8cae-78d6b8d97c6b
09-01-2023,11:46,09-01-2023,IBERDROLA SA RTS,ES06445809P3,"Venta 42 IBERDROLA SA RTS@0,1796 EUR (ES06445809P3)",,EUR,7.54,EUR,348.81,a2534bbc-401b-422b-8cae-78d6b8d97c6b
06-01-2023,09:04,06-01-2023,IBERDROLA SA RTS,ES06445809P3,EMISIÓN DE DERECHOS: Compra 42 IBERDROLA SA RTS@0 EUR (ES06445809P3),,EUR,0.00,EUR,341.26,
04-01-2023,15:41,02-01-2023,,,Flatex Interest Income,,EUR,0.00,EUR,341.26,
04-01-2023,05:37,03-01-2023,,,Transferir desde su Cuenta de Efectivo en flatexDEGIRO Bank: 5 EUR,,,,EUR,341.26,
04-01-2023,05:37,03-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,5.00,EUR,346.26,
03-01-2023,14:03,31-12-2022,,,Comisión de conectividad con el mercado 2023 (New York Stock Exchange - NSY),,EUR,-2.50,EUR,341.26,
03-01-2023,14:03,31-12-2022,,,Comisión de conectividad con el mercado 2023 (Nasdaq - NDQ),,EUR,-2.50,EUR,343.76,
